,release_date,domestic_gross
4260,"Feb 27, 1987","$44,793,222"
4261,"Aug 30, 2013","$44,467,206"
4262,"Aug 7, 2015","$43,787,265"
4263,"Jun 23, 2017","$42,872,467"
4264,"May 16, 1975","$41,833,347"
4265,"May 31, 2019","$36,049,540"
4266,"Sep 16, 1953","$36,000,000"
4267,"Sep 13, 1991","$34,872,033"
4268,"Dec 24, 2003","$34,469,210"
4269,"Jan 3, 2014","$32,462,372"
4270,"Dec 23, 1954","$28,200,000"
4271,"Apr 11, 2014","$27,695,246"
4272,"Nov 1, 2013","$27,298,285"
4273,"Aug 26, 2015","$27,288,872"
4274,"Oct 3, 1980","$26,010,864"
4275,"Feb 27, 2015","$25,801,570"
4276,"Mar 16, 2001","$25,544,867"
4277,"Aug 26, 2011","$24,814,830"
4278,"Mar 9, 2018","$24,431,472"
4279,"Jul 21, 2006","$24,148,068"
4280,"Apr 8, 1998","$23,047,939"
4281,"Oct 13, 2000","$21,995,263"
4282,"Jul 5, 2013","$21,502,690"
4283,"Aug 29, 2014","$21,222,315"
4284,"Apr 1, 2016","$20,773,069"
4285,"Dec 17, 1997","$20,733,485"
4286,"Nov 3, 1982","$20,659,423"
4287,"Oct 23, 1991","$19,438,638"
4288,"Mar 26, 1999","$19,421,271"
4289,"Feb 19, 2016","$19,115,191"
4290,"Sep 18, 1981","$19,032,000"
4291,"Jan 16, 2015","$18,656,400"
4292,"Oct 1, 1988","$17,768,757"
4293,"Sep 2, 2011","$17,686,929"
4294,"Mar 23, 2018","$17,547,999"
4295,"Oct 10, 2014","$17,390,770"
4296,"Aug 31, 2001","$16,017,403"
4297,"Sep 29, 1995","$15,126,948"
4298,"Aug 24, 1954","$15,000,000"
4299,"Nov 7, 1997","$14,843,425"
4300,"Apr 10, 1981","$14,600,000"
4301,"Jul 28, 1989","$14,343,976"
4302,"Mar 15, 2013","$14,124,286"
4303,"Jun 9, 2017","$13,985,117"
4304,"Mar 15, 2002","$13,649,881"
4305,"Sep 24, 2004","$13,542,874"
4306,"Oct 31, 2008","$13,442,412"
4307,"Jul 15, 2016","$13,099,931"
4308,"Jun 21, 1996","$12,961,389"
4309,"Mar 27, 1986","$12,947,763"
4310,"Apr 2, 1982","$12,592,907"
4311,"Mar 3, 2017","$12,241,072"
4312,"Apr 15, 1983","$12,232,628"
4313,"Mar 13, 2009","$12,062,558"
4314,"Jan 29, 2016","$11,686,940"
4315,"Dec 14, 1957","$11,000,000"
4316,"Jan 1, 1959","$11,000,000"
4317,"Aug 20, 1982","$10,751,126"
4318,"Jan 9, 2009","$10,572,742"
4319,"May 9, 2014","$10,429,707"
4320,"Mar 17, 2017","$10,166,820"
4321,"Mar 11, 2016","$9,669,521"
4322,"Oct 6, 2000","$9,628,751"
4323,"May 28, 2004","$8,886,160"
4324,"May 9, 2003","$8,460,000"
4325,"Mar 11, 1976","$8,000,000"
4326,"Dec 22, 1978","$7,100,000"
4327,"Apr 27, 2001","$6,755,271"
4328,"Sep 21, 2018","$6,352,306"
4329,"Jul 21, 1989","$6,157,157"
4330,"May 28, 2010","$6,096,582"
4331,"Jan 6, 2006","$6,090,172"
4332,"Aug 14, 1998","$5,502,773"
4333,"May 28, 1969","$5,321,508"
4334,"Jul 13, 2001","$5,308,707"
4335,"Nov 19, 2004","$5,211,842"
4336,"Jun 12, 2009","$5,010,163"
4337,"Sep 11, 2015","$4,816,142"
4338,"Dec 2, 2016","$4,799,774"
4339,"May 12, 2006","$4,339,241"
4340,"Oct 10, 1997","$4,306,697"
4341,"Aug 6, 2008","$4,078,607"
4342,"Feb 25, 2011","$3,954,651"
4343,"Aug 27, 1982","$3,707,583"
4344,"Mar 3, 2017","$3,614,896"
4345,"Apr 15, 2016","$3,220,371"
4346,"Mar 9, 2018","$3,072,605"
4347,"Nov 16, 1994","$3,046,086"
4348,"Mar 4, 2016","$3,000,342"
4349,"May 13, 2011","$2,712,131"
4350,"Oct 10, 2014","$2,450,846"
4351,"Dec 17, 2010","$2,229,058"
4352,"Oct 23, 2015","$2,184,640"
4353,"Dec 28, 2016","$2,141,423"
4354,"Jan 30, 1998","$2,080,693"
4355,"Apr 24, 1992","$1,526,697"
4356,"Oct 22, 2004","$1,082,044"
4357,"Sep 21, 1992","$1,050,861"
4358,"Jul 25, 2008","$942,441"
4359,"Sep 12, 2014","$851,690"
4360,"Aug 29, 2003","$742,898"
4361,"Jul 14, 2006","$418,689"
4362,"Feb 21, 1996","$407,488"
4363,"Aug 16, 2013","$391,611"
4364,"Jan 17, 1997","$353,480"
4365,"Sep 26, 2014","$340,911"
4366,"Aug 3, 2007","$240,425"
4367,"Apr 25, 2008","$228,830"
4368,"Sep 30, 2011","$223,838"
4369,"Mar 27, 1998","$143,273"
4370,"Aug 7, 2015","$134,552"
4371,"Sep 10, 2010","$127,564"
4372,"Jun 13, 2003","$121,016"
4373,"Jun 4, 1999","$99,147"
4374,"Feb 27, 2004","$84,733"
4375,"May 30, 2008","$67,505"
4376,"Nov 16, 2007","$65,388"
4377,"Oct 17, 2014","$56,001"
4378,"Jan 28, 2005","$16,670"
4379,"Aug 14, 2009","$8,297"
4380,"May 15, 2015","$7,556"
4381,"Oct 26, 2012",$0
4382,"Jul 7, 2009",$0
4383,"Dec 31, 2008",$0
4384,"Dec 5, 2014",$0
4385,"Sep 2, 2016",$0
4386,"Feb 17, 2009",$0
4387,"Jan 30, 2007",$0
4388,"Dec 31, 2010",$0
4389,"Nov 21, 2014",$0
4390,"Aug 18, 2014",$0
4391,"Jan 27, 2015",$0
4392,"Jan 9, 2015",$0
4393,"Jan 13, 2015",$0
4394,"Dec 31, 2011",$0
4395,"Dec 31, 2012",$0
4396,"Dec 31, 2015",$0
4397,"Sep 25, 2015",$0
4398,"Mar 15, 2016",$0
4399,"Oct 27, 2015",$0
4400,"Jan 23, 2015","$3,498,695"
4401,"Aug 29, 2008","$617,228"
4402,"Aug 20, 2010","$276,901"
4403,"Aug 17, 2012","$95,933"
4404,"Jan 18, 2008","$15,198"
4405,"Nov 20, 1996","$24,475,416"
4406,"Jan 6, 2006","$47,326,473"
4407,"Jul 19, 2013","$775,849"
4408,"Sep 30, 2011","$1,728,953"
4409,"Jan 27, 2006","$1,253,413"
4410,"Aug 22, 1986","$8,025,872"
4411,"Apr 22, 1988","$1,705,139"
4412,"Oct 13, 2006","$239,962"
4413,"Dec 31, 2011",$0
4414,"Mar 10, 2015",$0
4415,"May 23, 1973","$8,000,000"
4416,"Jul 16, 2004","$3,479,302"
4417,"Sep 14, 2012","$2,804,874"
4418,"Mar 4, 2005","$1,340,891"
4419,"Dec 29, 2004","$708,776"
4420,"Jun 24, 2011","$514,237"
4421,"May 28, 2008","$434,417"
4422,"Oct 19, 2007",$728
4423,"Mar 23, 1984","$81,198,894"
4424,"Mar 9, 1994","$52,700,832"
4425,"Jun 20, 1980","$47,923,795"
4426,"Aug 13, 1982","$27,092,880"
4427,"Sep 28, 1996","$13,417,292"
4428,"Dec 19, 2002","$13,084,595"
4429,"Sep 13, 1985","$10,609,321"
4430,"Jun 27, 1956","$10,400,000"
4431,"Mar 25, 2016","$9,196,278"
4432,"Oct 4, 1996","$3,802,260"
4433,"Oct 6, 2000","$3,635,482"
4434,"Mar 9, 1962","$3,500,000"
4435,"Oct 24, 2008","$2,122,085"
4436,"Feb 12, 1999","$1,687,311"
4437,"Apr 23, 1986","$1,500,000"
4438,"Oct 26, 2001","$1,480,006"
4439,"Sep 2, 2011","$1,400,726"
4440,"Mar 27, 1998","$713,413"
4441,"Aug 19, 2011","$707,885"
4442,"Mar 14, 2003","$410,241"
4443,"Jul 23, 2010","$281,447"
4444,"May 4, 2006","$211,667"
4445,"Oct 7, 2011","$200,558"
4446,"May 8, 2015","$187,112"
4447,"Apr 18, 2003","$181,655"
4448,"Apr 9, 2010","$108,596"
4449,"Feb 22, 2002","$92,723"
4450,"Aug 31, 2007","$51,957"
4451,"Jul 23, 2010","$32,961"
4452,"Mar 1, 2013","$26,345"
4453,"Sep 4, 2014","$11,774"
4454,"Jun 25, 2013",$0
4455,"Nov 7, 2014",$0
4456,"Aug 28, 2015",$0
4457,"Nov 3, 2015",$0
4458,"Dec 1, 2017",$0
4459,"Nov 19, 1975","$108,981,275"
4460,"Jun 25, 1976","$36,145,695"
4461,"Dec 31, 2016",$0
4462,"Sep 29, 2015",$0
4463,"Jun 6, 2014",$0
4464,"Jun 6, 2003","$20,779,666"
4465,"Jun 13, 2001","$6,946,056"
4466,"Dec 4, 2009","$199,228"
4467,"Jul 11, 2012","$188,870"
4468,"Oct 19, 1990","$5,835,247"
4469,"Feb 17, 2006","$1,502,188"
4470,"Aug 13, 2010","$1,044,039"
4471,"May 28, 2010","$101,740"
4472,"Oct 21, 2011",$0
4473,"May 23, 2006",$0
4474,"Mar 6, 1998","$2,542,264"
4475,"Mar 19, 1982","$109,492,484"
4476,"Feb 5, 1953","$87,400,000"
4477,"Nov 25, 1992","$62,546,695"
4478,"Sep 12, 2003","$44,585,453"
4479,"Apr 20, 1977","$38,251,425"
4480,"Jan 23, 2015","$36,006,065"
4481,"Jan 10, 1952","$36,000,000"
4482,"Oct 27, 1995","$31,983,777"
4483,"Dec 26, 2001","$31,273,922"
4484,"Jul 11, 2014","$25,379,975"
4485,"Dec 15, 1960","$21,750,000"
4486,"Jul 9, 2010","$20,811,365"
4487,"Aug 17, 1979","$20,182,359"
4488,"Apr 18, 2014","$17,329,487"
4489,"Mar 1, 2013","$15,179,303"
4490,"Dec 17, 1974","$15,000,000"
4491,"May 30, 1956","$14,400,000"
4492,"Aug 16, 1985","$14,237,880"
4493,"Nov 4, 1988","$13,000,000"
4494,"Aug 4, 2000","$12,178,602"
4495,"Aug 8, 1963","$11,744,471"
4496,"Feb 6, 2004","$10,941,801"
4497,"May 13, 2016","$10,753,574"
4498,"Jul 28, 2006","$10,525,717"
4499,"Nov 14, 2001","$10,097,096"
4500,"Mar 1, 2000","$9,821,335"
4501,"Apr 11, 2008","$9,427,026"
4502,"Nov 26, 2003","$8,291,572"
4503,"Feb 1, 1961","$8,200,000"
4504,"Aug 4, 2006","$7,836,393"
4505,"Feb 3, 1995","$7,555,256"
4506,"Dec 28, 2007","$7,159,147"
4507,"May 25, 2007","$7,006,708"
4508,"Oct 11, 2002","$6,525,762"
4509,"Dec 19, 1969","$6,000,000"
4510,"Nov 17, 2006","$4,630,045"
4511,"Dec 25, 1995","$4,301,000"
4512,"Sep 20, 2002","$4,046,737"
4513,"Apr 25, 2003","$3,816,594"
4514,"Dec 1, 1988","$3,468,572"
4515,"Jan 31, 1997","$2,922,988"
4516,"Sep 10, 1999","$2,793,776"
4517,"Aug 24, 2012","$2,672,413"
4518,"Jun 22, 2007","$2,426,851"
4519,"Jun 17, 2011","$1,430,241"
4520,"Sep 16, 2005","$1,328,679"
4521,"Sep 23, 2011","$1,065,429"
4522,"Sep 30, 2005","$864,959"
4523,"Mar 31, 1987","$800,000"
4524,"Oct 17, 2012","$641,054"
4525,"Jun 13, 2014","$600,896"
4526,"Feb 28, 2003","$563,711"
4527,"May 28, 1999","$399,793"
4528,"Mar 7, 2014","$385,069"
4529,"Apr 11, 2014","$373,375"
4530,"Mar 4, 1988","$354,704"
4531,"May 1, 1998","$302,204"
4532,"May 8, 2009","$294,244"
4533,"Aug 4, 2000","$267,972"
4534,"Jun 7, 2019","$246,305"
4535,"Jan 28, 2000","$185,577"
4536,"Aug 25, 2017","$165,203"
4537,"Apr 10, 2015","$155,271"
4538,"Jan 30, 2015","$154,356"
4539,"Jul 25, 2003","$146,402"
4540,"Jun 19, 2015","$132,270"
4541,"Apr 2, 2010","$129,078"
4542,"Apr 1, 2011","$120,016"
4543,"Dec 22, 2000","$75,078"
4544,"Mar 26, 1999","$64,359"
4545,"Jul 16, 1999","$34,145"
4546,"Apr 22, 2011","$33,245"
4547,"Feb 27, 2015","$20,620"
4548,"Dec 27, 2002","$17,639"
4549,"Jun 20, 1997","$12,836"
4550,"Apr 18, 2014","$9,134"
4551,"Nov 18, 2011","$9,120"
4552,"Feb 22, 2013","$4,327"
4553,"Dec 31, 2017",$0
4554,"Dec 31, 2013",$0
4555,"Mar 20, 2012",$0
4556,"Dec 31, 2003",$0
4557,"Jun 1, 2012",$0
4558,"Nov 9, 1972",$0
4559,"Nov 15, 1930",$0
4560,"Aug 26, 2008",$0
4561,"Nov 9, 2012",$0
4562,"Dec 31, 2012",$0
4563,"Dec 31, 2015",$0
4564,"Jul 11, 2014",$0
4565,"Dec 31, 2012",$0
4566,"Sep 8, 2015",$0
4567,"Dec 15, 1939","$198,680,470"
4568,"Dec 12, 1966","$28,350,000"
4569,"Dec 30, 1925","$9,000,000"
4570,"Jan 1, 1976","$23,689,877"
4571,"Jan 14, 2011","$41,914"
4572,"Apr 30, 2010","$20,930"
4573,"Apr 7, 1965","$14,873"
4574,"Oct 5, 2018","$10,153"
4575,"Dec 31, 1974",$0
4576,"May 17, 1950","$8,000,000"
4577,"Aug 11, 2006","$539,285"
4578,"Nov 5, 2010","$310,007"
4579,"Feb 19, 2010","$44,462"
4580,"May 13, 1970","$3,500,000"
4581,"May 20, 1948","$2,956,000"
4582,"Nov 21, 2006","$2,730,296"
4583,"Nov 3, 2006","$26,403"
4584,"May 25, 1969","$44,785,053"
4585,"Oct 10, 2008","$320,896"
4586,"Dec 31, 2017",$0
4587,"Jul 4, 1980","$83,453,539"
4588,"Jan 1, 1970","$81,600,000"
4589,"Aug 13, 1997","$45,950,122"
4590,"Apr 13, 2018","$41,411,015"
4591,"May 26, 1993","$27,731,527"
4592,"Apr 26, 1995","$27,467,564"
4593,"Feb 19, 2016","$25,138,705"
4594,"Feb 2, 2018","$25,091,816"
4595,"Dec 6, 2002","$17,504,595"
4596,"Feb 22, 2013","$17,418,667"
4597,"Jan 19, 2018","$16,376,066"
4598,"May 1, 1987","$14,000,000"
4599,"Dec 14, 1967","$13,000,000"
4600,"Jul 18, 1959","$12,800,000"
4601,"Jun 21, 1972","$12,600,000"
4602,"Feb 23, 1966","$12,000,000"
4603,"May 27, 1998","$10,317,779"
4604,"Aug 23, 1996","$9,482,579"
4605,"Jan 1, 1980","$8,000,000"
4606,"Nov 6, 1998","$6,451,628"
4607,"Apr 16, 2010","$6,391,436"
4608,"Mar 13, 1987","$5,923,044"
4609,"Jun 30, 1985","$5,804,262"
4610,"May 18, 2018","$3,448,256"
4611,"Jun 29, 2001","$3,293,258"
4612,"Dec 2, 2016","$890,303"
4613,"Apr 19, 2000","$886,410"
4614,"Sep 30, 2016","$663,247"
4615,"Mar 18, 2016","$615,816"
4616,"Jun 10, 2011","$253,444"
4617,"Sep 14, 2007","$221,096"
4618,"Jan 8, 2016","$182,695"
4619,"Feb 17, 2006","$107,492"
4620,"Mar 25, 2005","$96,793"
4621,"Jun 3, 2016","$29,233"
4622,"Jun 26, 2009","$27,349"
4623,"Sep 17, 1999","$9,871"
4624,"Dec 31, 2011",$0
4625,"Jun 30, 2009",$0
4626,"Oct 1, 2006",$0
4627,"Jun 28, 2011",$0
4628,"Jan 29, 2013",$0
4629,"Mar 11, 2014",$0
4630,"Mar 4, 2014",$0
4631,"Jun 5, 2015",$0
4632,"May 17, 2013","$687,185"
4633,"Sep 1, 2015",$0
4634,"Jun 24, 2005","$77,437,223"
4635,"Dec 23, 1977","$31,063,038"
4636,"Oct 21, 2011","$5,353,586"
4637,"Sep 26, 2008","$2,926,565"
4638,"Apr 23, 2004","$493,905"
4639,"Jul 11, 2008","$12,636"
4640,"Mar 3, 2015",$0
4641,"Feb 16, 1956",$0
4642,"Oct 10, 2014","$13,092,006"
4643,"Oct 26, 2007","$8,093,373"
4644,"Jan 17, 2003","$7,563,397"
4645,"May 5, 2000","$104,257"
4646,"Dec 29, 2006","$19,875"
4647,"Jan 20, 2015",$0
4648,"Nov 18, 1983","$20,605,209"
4649,"Aug 20, 1982","$6,965,361"
4650,"Jan 30, 2009","$3,766,810"
4651,"Oct 29, 1999","$7,680"
4652,"Jun 12, 1968","$33,395,426"
4653,"Jul 6, 2018","$17,493,096"
4654,"Apr 22, 1962","$8,000,000"
4655,"Jul 16, 2004","$6,529,624"
4656,"Jun 3, 2011","$5,790,894"
4657,"Apr 22, 2016","$4,267,219"
4658,"Jul 29, 2009","$2,283,291"
4659,"Sep 22, 2006","$56,131"
4660,"Dec 20, 1946","$6,600,000"
4661,"Jul 19, 1996","$16,501,785"
4662,"Apr 12, 2013",$0
4663,"Jul 28, 1978","$141,600,000"
4664,"Oct 20, 2010","$84,752,907"
4665,"Aug 28, 2015","$67,790,117"
4666,"Jun 7, 2013","$64,473,115"
4667,"Dec 22, 1964","$51,100,000"
4668,"Oct 12, 2012","$48,086,903"
4669,"Aug 18, 2000","$38,168,022"
4670,"Dec 18, 1957","$33,300,000"
4671,"Jan 1, 1978","$32,653,000"
4672,"Nov 20, 1998","$24,793,251"
4673,"Aug 1, 1997","$24,646,936"
4674,"Oct 11, 2002","$21,576,018"
4675,"Nov 1, 1985","$21,163,999"
4676,"Mar 7, 1986","$20,966,644"
4677,"Jun 10, 1975","$20,123,742"
4678,"Aug 1, 1986","$19,472,057"
4679,"Aug 2, 2002","$19,184,820"
4680,"Jun 15, 1960","$18,600,000"
4681,"Sep 20, 1958","$17,570,324"
4682,"May 26, 1970","$17,489,009"
4683,"Apr 6, 2001","$17,052,128"
4684,"Aug 13, 1993","$15,935,068"
4685,"Apr 27, 1990","$15,000,000"
4686,"Apr 9, 1976","$13,200,000"
4687,"Jul 16, 1966","$13,000,000"
4688,"Jun 1, 2018","$11,977,130"
4689,"Mar 3, 2006","$11,718,595"
4690,"Oct 25, 1985","$11,052,713"
4691,"Jul 7, 1960","$10,400,000"
4692,"May 8, 2009","$10,027,047"
4693,"Dec 19, 1961","$10,000,000"
4694,"Nov 4, 1998","$9,639,390"
4695,"May 12, 1999","$9,017,070"
4696,"Aug 26, 1948","$9,012,000"
4697,"Aug 8, 2001","$8,823,109"
4698,"May 24, 2013","$8,110,621"
4699,"Nov 20, 1987","$7,888,000"
4700,"Jul 31, 2009","$7,712,114"
4701,"Jul 8, 1988","$7,282,851"
4702,"Oct 27, 2017","$7,233,471"
4703,"Apr 7, 2006","$7,061,128"
4704,"Oct 1, 2004","$6,879,730"
4705,"Oct 18, 2002","$5,853,194"
4706,"Aug 28, 1981","$5,732,587"
4707,"Apr 28, 2006","$5,529,144"
4708,"Jul 22, 2016","$4,417,983"
4709,"Jun 24, 2016","$4,210,454"
4710,"Apr 14, 2000","$4,170,647"
4711,"Sep 1, 2000","$4,142,507"
4712,"Feb 28, 1997","$4,109,095"
4713,"May 17, 2013","$4,067,398"
4714,"Apr 30, 2010","$4,033,574"
4715,"Jun 30, 1971","$4,000,000"
4716,"Sep 24, 1993","$3,902,679"
4717,"Apr 18, 1997","$3,602,884"
4718,"Sep 13, 1978","$3,446,749"
4719,"May 24, 2002","$3,287,435"
4720,"Apr 22, 2016","$3,127,773"
4721,"Feb 19, 1999","$3,076,820"
4722,"Aug 9, 1996","$2,962,051"
4723,"Feb 24, 2006","$2,912,606"
4724,"Apr 9, 2010","$2,848,587"
4725,"Oct 16, 1998","$2,746,453"
4726,"Apr 4, 2003","$2,255,000"
4727,"Sep 19, 2014","$1,821,983"
4728,"May 12, 2017","$1,803,064"
4729,"Oct 24, 2003","$1,266,955"
4730,"Apr 6, 2012","$1,007,535"
4731,"Mar 25, 2005","$707,391"
4732,"May 6, 2011","$703,372"
4733,"May 8, 2015","$669,688"
4734,"Sep 7, 2012","$446,770"
4735,"Jan 15, 2010","$374,675"
4736,"Sep 5, 2008","$351,416"
4737,"Sep 9, 2011","$331,000"
4738,"Dec 9, 2016","$321,910"
4739,"Aug 23, 1996","$295,493"
4740,"Oct 6, 2006","$252,726"
4741,"Feb 12, 1993","$242,623"
4742,"Oct 1, 2010","$205,842"
4743,"Mar 2, 2012","$201,436"
4744,"Nov 9, 2007","$163,069"
4745,"Mar 26, 2010","$133,411"
4746,"Mar 21, 2008","$115,879"
4747,"Mar 17, 2006","$95,204"
4748,"Aug 15, 2014","$78,948"
4749,"Aug 4, 1999","$51,773"
4750,"Oct 13, 2000","$39,852"
4751,"Sep 4, 2015","$37,151"
4752,"Jan 13, 2012","$18,000"
4753,"Sep 9, 2011","$5,073"
4754,"Sep 30, 2005","$4,655"
4755,"Oct 10, 2017",$0
4756,"Apr 15, 2008",$0
4757,"Jun 27, 2014",$0
4758,"May 21, 2013",$0
4759,"Jul 28, 1951",$0
4760,"Oct 1, 2010",$0
4761,"Dec 31, 2009",$0
4762,"Dec 31, 2009",$0
4763,"Sep 13, 2011",$0
4764,"Dec 31, 2015",$0
4765,"Jan 15, 2013",$0
4766,"Feb 6, 2015",$0
4767,"Mar 17, 2015",$0
4768,"Sep 18, 1967",$0
4769,"Oct 27, 2014",$0
4770,"Dec 31, 2009",$0
4771,"Aug 14, 2015",$0
4772,"Dec 31, 2015",$0
4773,"Dec 11, 2015",$0
4774,"Jan 18, 1946","$4,100,000"
4775,"Feb 15, 1950","$85,000,000"
4776,"Nov 20, 1998","$5,969,553"
4777,"Dec 19, 1961","$5,000,000"
4778,"Mar 24, 2006","$3,127,472"
4779,"Oct 1, 2010","$101,270"
4780,"Aug 19, 2011","$20,778"
4781,"Mar 29, 1959","$25,000,000"
4782,"Jun 10, 2005","$3,681,066"
4783,"Dec 15, 1974","$86,300,000"
4784,"Jun 25, 1976","$48,570,885"
4785,"Jul 22, 2005","$22,202,809"
4786,"May 13, 1988","$19,170,001"
4787,"Sep 15, 2006","$475,000"
4788,"Aug 25, 1939","$34,063,405"
4789,"Feb 15, 2008","$952,620"
4790,"Oct 17, 1979","$37,799,643"
4791,"Jun 13, 1997","$9,054,736"
4792,"Oct 26, 2018","$3,511,417"
4793,"Sep 1, 2006","$2,217,561"
4794,"Dec 31, 2015",$0
4795,"Dec 31, 2008",$0
4796,"Jun 12, 1963","$6,600,000"
4797,"Jan 12, 1956",$0
4798,"Jan 16, 1998","$16,556"
4799,"Dec 24, 1943","$5,363,000"
4800,"Feb 7, 1974","$119,500,000"
4801,"Apr 13, 1984","$32,980,880"
4802,"May 2, 2014","$3,827,060"
4803,"Jan 1, 1987","$3,147,950"
4804,"Jul 9, 2004","$2,276,368"
4805,"Dec 12, 2008","$39,127"
4806,"Dec 31, 2011",$0
4807,"Dec 7, 2007",$0
4808,"Dec 31, 2008",$0
4809,"Apr 1, 2011",$0
4810,"Apr 10, 1952","$7,200,000"
4811,"Jan 11, 2013","$40,041,683"
4812,"Jul 13, 2012","$33,349,941"
4813,"Jul 3, 2013","$32,244,051"
4814,"Jul 28, 2004","$26,782,316"
4815,"Oct 4, 1996","$25,857,416"
4816,"Oct 30, 1981","$25,533,818"
4817,"Oct 22, 1982","$14,400,000"
4818,"Oct 1, 2008","$13,011,160"
4819,"Jan 1, 1971","$12,300,000"
4820,"May 29, 1963","$10,000,000"
4821,"Aug 2, 2013","$6,852,971"
4822,"Sep 29, 1991","$6,401,336"
4823,"Jan 27, 1995","$5,274,005"
4824,"Jun 24, 2016","$5,205,471"
4825,"Aug 17, 2012","$3,317,468"
4826,"Oct 3, 2003","$2,013,052"
4827,"Jun 16, 2000","$1,282,084"
4828,"May 27, 2005","$1,187,266"
4829,"Jun 20, 2008","$1,094,998"
4830,"Mar 1, 2013","$549,632"
4831,"Sep 26, 2003","$432,360"
4832,"Mar 31, 2006","$349,132"
4833,"Apr 1, 2011","$327,716"
4834,"Nov 14, 2008","$174,255"
4835,"Apr 9, 2010","$118,666"
4836,"Oct 31, 2008","$115,504"
4837,"Jun 18, 2010","$100,280"
4838,"Apr 17, 2009","$80,136"
4839,"Aug 24, 2007","$72,210"
4840,"Aug 16, 2013","$35,017"
4841,"Sep 8, 2000","$9,598"
4842,"Dec 31, 2009",$0
4843,"Jun 21, 2013",$0
4844,"Dec 31, 2010",$0
4845,"Jul 3, 2015",$0
4846,"Sep 1, 2017",$0
4847,"Oct 13, 2015",$0
4848,"Sep 2, 2016",$0
4849,"Feb 2, 2016",$0
4850,"Dec 31, 2014",$0
4851,"May 13, 2011","$180,237"
4852,"Oct 16, 1996","$5,691,854"
4853,"Jan 5, 2007","$1,008,849"
4854,"Sep 1, 2006","$444,093"
4855,"Dec 31, 2009",$0
4856,"Nov 14, 2014",$0
4857,"Jul 25, 2007","$327,919"
4858,"Jun 27, 1944","$3,500,000"
4859,"Mar 20, 2015","$12,985,600"
4860,"Jul 17, 1951","$11,000,000"
4861,"May 1, 1998","$574,838"
4862,"Sep 5, 2014","$59,696"
4863,"Aug 26, 2011","$29,384"
4864,"Apr 15, 2015",$0
4865,"Jan 19, 2016",$0
4866,"Jun 19, 1987",$0
4867,"Feb 9, 1940","$84,300,000"
4868,"Nov 13, 1940","$83,320,000"
4869,"Aug 13, 1982","$36,690,067"
4870,"Oct 9, 1971","$41,158,757"
4871,"Mar 22, 1985","$21,930,418"
4872,"Feb 9, 2007","$388,390"
4873,"Dec 31, 2008",$0
4874,"May 3, 1945","$9,132,000"
4875,"Dec 31, 2005",$0
4876,"Oct 7, 2008",$0
4877,"Nov 21, 1946","$23,600,000"
4878,"Jul 13, 2001","$881,824"
4879,"May 29, 2002","$313,436"
4880,"Oct 16, 2016","$3,330"
4881,"Jul 14, 2009",$0
4882,"Dec 31, 2012",$0
4883,"Dec 31, 2010",$0
4884,"Oct 6, 2015",$0
4885,"Jan 19, 2016",$0
4886,"Sep 30, 2011","$34,522,221"
4887,"Apr 8, 1964","$24,800,000"
4888,"May 21, 1982","$24,600,832"
4889,"Aug 15, 1946","$24,464,742"
4890,"Aug 2, 1967","$24,379,978"
4891,"Dec 17, 1973","$18,344,729"
4892,"Aug 11, 1972","$18,016,290"
4893,"Mar 13, 2015","$14,674,077"
4894,"Jul 13, 2018","$13,539,710"
4895,"Dec 25, 1962","$13,129,846"
4896,"Mar 9, 2012","$12,739,737"
4897,"Oct 8, 1999","$11,540,607"
4898,"Feb 9, 2007","$11,284,657"
4899,"Apr 8, 2016","$9,252,038"
4900,"Jun 13, 1962","$9,250,000"
4901,"Aug 30, 1940","$9,172,000"
4902,"Nov 11, 1947","$7,800,000"
4903,"Sep 25, 1961","$7,600,000"
4904,"Dec 31, 1986","$7,369,373"
4905,"Nov 26, 2003","$7,301,288"
4906,"Jun 26, 1998","$6,719,300"
4907,"Jun 11, 2010","$6,531,503"
4908,"Oct 10, 2014","$6,047,363"
4909,"Aug 15, 2003","$6,003,587"
4910,"Oct 6, 2017","$5,904,366"
4911,"Aug 25, 2017","$5,802,208"
4912,"Jul 2, 2004","$5,792,822"
4913,"Mar 30, 2001","$5,383,834"
4914,"Aug 20, 2003","$4,601,043"
4915,"Jan 23, 2004","$4,593,598"
4916,"Oct 8, 2010","$4,311,834"
4917,"May 24, 1938","$4,000,000"
4918,"Jun 17, 2005","$3,885,134"
4919,"Aug 28, 2015","$3,591,417"
4920,"Nov 10, 2006","$3,337,931"
4921,"Mar 3, 2000","$3,330,230"
4922,"Sep 18, 2015","$2,583,301"
4923,"Aug 2, 2002","$2,512,846"
4924,"Jun 8, 2018","$2,386,254"
4925,"Jan 20, 2017","$2,303,792"
4926,"Dec 25, 2008","$2,283,849"
4927,"Jun 28, 2006","$2,072,645"
4928,"Mar 1, 1992","$2,015,000"
4929,"Jan 29, 1993","$2,001,124"
4930,"Oct 4, 2006","$1,985,292"
4931,"May 2, 2008","$1,785,505"
4932,"Sep 12, 2003","$1,660,865"
4933,"May 12, 2000","$1,577,287"
4934,"Aug 7, 2015","$1,477,002"
4935,"Jul 27, 2007","$1,433,319"
4936,"Apr 25, 2014","$1,370,646"
4937,"Apr 30, 1999","$1,152,411"
4938,"Sep 7, 2007","$1,134,358"
4939,"Apr 8, 2011","$977,772"
