,studio,domestic_gross
0,BV,415000000.0
1,BV,334200000.0
2,WB,296000000.0
3,WB,292600000.0
4,P/DW,238700000.0
5,Sum.,300500000.0
6,Par.,312400000.0
7,BV,200800000.0
8,Uni.,251500000.0
9,P/DW,217600000.0
10,WB,163200000.0
11,Fox,104400000.0
12,Wein.,135500000.0
13,BV,172100000.0
14,Sony,176600000.0
15,BV,90800000.0
16,FoxS,107000000.0
17,P/DW,148400000.0
18,Uni.,105300000.0
19,Par.,131800000.0
20,Uni.,148400000.0
21,SGem,60100000.0
22,Par.,128000000.0
23,Sony,118300000.0
24,WB (NL),95300000.0
25,Sony,67600000.0
26,LGF,103100000.0
27,Sony,162000000.0
28,Fox,76400000.0
29,Par.,171200000.0
30,Fox,42800000.0
31,Fox,88800000.0
32,Sony,97000000.0
33,WB (NL),110500000.0
34,BV,63200000.0
35,WB,100500000.0
36,Sony,80600000.0
37,WB,100200000.0
38,Sum.,90400000.0
39,Par.,84800000.0
40,Fox,77200000.0
41,Par.,117200000.0
42,Sony,119200000.0
43,Fox,81600000.0
44,BV,42400000.0
45,WB,94800000.0
46,WB,92200000.0
47,Fox,98700000.0
48,WB,55700000.0
49,Uni.,62000000.0
50,Sony,67099999.0
51,LGF,45700000.0
52,Fox,52500000.0
53,Par.,93600000.0
54,Fox,52000000.0
55,WB (NL),63100000.0
56,SGem,80000000.0
57,WB,43600000.0
58,Fox,60000000.0
59,WB,53400000.0
60,WB,32700000.0
61,MBox,10100000.0
62,Fox,32400000.0
63,CL,63000.0
64,LGF,47100000.0
65,LGF,48100000.0
66,Uni.,35100000.0
67,Uni.,29000000.0
68,Uni.,61000000.0
69,SGem,39400000.0
70,BV,63000000.0
71,P/DW,73000000.0
72,Fox,33600000.0
73,W/Dim.,25000000.0
74,BV,19400000.0
75,WB,43300000.0
76,Fox,36700000.0
77,Sum.,53000000.0
78,CBS,37500000.0
79,CL,427000.0
80,Fox,64000000.0
81,SGem,58400000.0
82,WB,52400000.0
83,SGem,57700000.0
84,BV,48500.0
85,SGem,40200000.0
86,Focus,35600000.0
87,LGF,41000000.0
88,LGF,21100000.0
89,MBox,7600000.0
90,Uni.,21400000.0
91,MGM,50300000.0
92,Uni.,33600000.0
93,FoxS,18300000.0
94,LGF,60100000.0
95,BV,59700000.0
96,Sum.,15500000.0
97,Par.,31000000.0
98,Sum.,19100000.0
99,WB,44900000.0
100,Over.,39100000.0
101,LGF,24100000.0
102,LGF,30100000.0
103,LGF,25100000.0
104,Mira.,27800000.0
105,Par.,32000000.0
106,SGem,42700000.0
107,Sony,30200000.0
108,Uni.,31200000.0
109,Uni.,31500000.0
110,IFC,504000.0
111,LGF,24300000.0
112,IFC,128000.0
113,Fox,26600000.0
114,MBox,5200000.0
115,CJ,528000.0
116,BV,32700000.0
117,FoxS,4000000.0
118,WB (NL),17800000.0
119,Wein.,658000.0
120,NM,619000.0
121,LGF,37700000.0
122,Over.,27200000.0
123,Sum.,17600000.0
124,CBS,23200000.0
125,Focus,20800000.0
126,SPC,3200000.0
127,SPC,6400000.0
128,Fox,10700000.0
129,Uni.,25900000.0
130,BV,25700000.0
131,MBox,552000.0
132,WB,23600000.0
133,ParV,13300000.0
134,Fox,26200000.0
135,WB,17000000.0
136,Sum.,9500000.0
137,Over.,12100000.0
138,Gold.,4800000.0
139,FoxS,21500000.0
140,FoxS,20300000.0
141,Uni.,14700000.0
142,JS,177000.0
143,RAtt.,2000000.0
144,SGem,20200000.0
145,SPC,3200000.0
146,W/Dim.,15300000.0
147,LGF,1000000.0
148,Magn.,27800.0
149,Uni.,13800000.0
150,SPC,2100000.0
151,IFC,277000.0
152,Magn.,552000.0
153,SPC,1300000.0
154,Free,195000.0
155,3D,6100000.0
156,UTV,848000.0
157,CBS,12100000.0
158,Focus,1800000.0
159,RAtt.,6500000.0
160,SPC,6600000.0
161,UTV,1500000.0
162,SPC,1100000.0
163,Wein.,9700000.0
164,SPC,560000.0
165,SPC,3100000.0
166,IFC,55800.0
167,Rela.,5700000.0
168,Magn.,5000000.0
169,WB,10500000.0
170,Gold.,1800000.0
171,FoxS,7500000.0
172,FoxS,6800000.0
173,SPC,9200000.0
174,Focus,7300000.0
175,Over.,1800000.0
176,UTV,758000.0
177,FoxS,2400000.0
178,Zeit.,675000.0
179,Uni.,8500000.0
180,Anch.,6700000.0
181,SPC,4300000.0
182,RAtt.,1500000.0
183,Magn.,124000.0
184,SPC,1000000.0
185,Wein.,1500000.0
186,Focus,6400000.0
187,ParV,6400000.0
188,Focus,4200000.0
189,SPC,1600000.0
190,IFC,619000.0
191,SPC,2200000.0
192,PDA,3300000.0
193,Lorb.,532000.0
194,Anch.,4400000.0
195,LGF,2200000.0
196,Zeit.,435000.0
197,SPC,1100000.0
198,App.,3600000.0
199,Drft.,305000.0
200,SPC,404000.0
201,SPC,4000000.0
202,Magn.,237000.0
203,Osci.,236000.0
204,IFC,217000.0
205,IW,1000000.0
206,Gold.,3800000.0
207,IFC,108000.0
208,Rog.,3200000.0
209,Free,109000.0
210,,96900.0
211,Anch.,246000.0
212,Eros,1300000.0
213,Relbig.,1600000.0
214,Viv.,2800000.0
215,Hann.,184000.0
216,UTV,1100000.0
217,IFC,375000.0
218,Eros,1200000.0
219,Eros,1100000.0
220,Anch.,109000.0
221,IFC,1600000.0
222,WB,1800000.0
223,UTV,1000000.0
224,Magn.,550000.0
225,Eros,855000.0
226,Strand,67500.0
227,NGE,1300000.0
228,Relbig.,709000.0
229,Scre.,493000.0
230,UTV,
231,Kino,622000.0
232,Lorb.,37000.0
233,SPC,368000.0
234,Osci.,617000.0
235,Kino,23700.0
236,Abr.,246000.0
237,CZ,915000.0
238,ATO,1000000.0
239,IFC,176000.0
240,Eros,542000.0
241,UTV,638000.0
242,First,70100.0
243,MBox,711000.0
244,NM,341000.0
245,IFC,81800.0
246,IFC,146000.0
247,Strand,34500.0
248,Anch.,167000.0
249,Relbig.,428000.0
250,Eros,527000.0
251,IFC,281000.0
252,IFC,336000.0
253,GK,677000.0
254,WB,673000.0
255,Eros,285000.0
256,Magn.,582000.0
257,Over.,542000.0
258,FInd.,303000.0
259,NFC,139000.0
260,Anch.,93100.0
261,Magn.,409000.0
262,Lorb.,11700.0
263,TFC,109000.0
264,IFC,144000.0
265,Pala.,115000.0
266,Magn.,453000.0
267,IFC,392000.0
268,Kino,110000.0
269,Par.,366000.0
270,Mira.,278000.0
271,Magn.,20900.0
272,Scre.,225000.0
273,Strand,21100.0
274,Gold.,159000.0
275,SPC,191000.0
276,Strand,208000.0
277,MBox,275000.0
278,Imag.,39000.0
279,Eros,286000.0
280,Zeit.,288000.0
281,NAV,26300.0
282,Arth.,188000.0
283,CLS,199000.0
284,IFC,181000.0
285,Mont.,128000.0
286,Olive,2200.0
287,CGld,207000.0
288,Free,17400.0
289,UTV,169000.0
290,Magn.,189000.0
291,Magn.,177000.0
292,IFC,800.0
293,CGld,33200.0
294,Strand,10800.0
295,Magn.,133000.0
296,Magn.,102000.0
297,FOAK,107000.0
298,Sony,
299,Magn.,101000.0
300,IVP,103000.0
301,Yash,43800.0
302,Scre.,
303,Osci.,81700.0
304,BV,80700.0
305,ICir,73200.0
306,Yash,
307,IFC,5000.0
308,FM,61600.0
309,First,2000.0
310,IFC,4100.0
311,Vita.,52600.0
312,Magn.,36100.0
313,WOW,30800.0
314,IFC,2600.0
315,FM,10000.0
316,Mont.,37200.0
317,Strand,33500.0
318,IFC,21800.0
319,Truly,32200.0
320,Kino,18000.0
321,Strand,12000.0
322,Osci.,7400.0
323,Strand,11400.0
324,Abr.,11400.0
325,Indic.,10800.0
326,Lorb.,4400.0
327,Relbig.,
328,WB,381000000.0
329,P/DW,352400000.0
330,BV,241100000.0
331,Sum.,281300000.0
332,Par.,209400000.0
333,P/DW,165200000.0
334,Uni.,209800000.0
335,WB,254500000.0
336,Sony,142600000.0
337,BV,191500000.0
338,P/DW,149300000.0
339,WB,186800000.0
340,Fox,143600000.0
341,Fox,176800000.0
342,Par.,181000000.0
343,Par.,77600000.0
344,Par.,176700000.0
345,Fox,146400000.0
346,Fox,133100000.0
347,BV,85500000.0
348,Uni.,169100000.0
349,Par.,127000000.0
350,Par.,123500000.0
351,Sony,102500000.0
352,Sony,98800000.0
353,Rela.,83500000.0
354,WB,116600000.0
355,BV,169700000.0
356,Sony,100300000.0
357,Sony,103000000.0
358,Sony,83600000.0
359,WB (NL),117500000.0
360,Par.,104000000.0
361,BV,100000000.0
362,Fox,68200000.0
363,Par.,73900000.0
364,BV,94200000.0
365,Uni.,108100000.0
366,BV,79900000.0
367,FoxS,82600000.0
368,Uni.,100200000.0
369,Fox,37500000.0
370,Sony,80400000.0
371,BV,88600000.0
372,Rela.,79200000.0
373,Uni.,8300000.0
374,WB (NL),42600000.0
375,Uni.,78000000.0
376,SPC,56800000.0
377,WB,64000000.0
378,BV,55100000.0
379,Sony,74200000.0
380,SGem,55800000.0
381,Par.,70700000.0
382,Sony,46500000.0
383,Sum.,54700000.0
384,WB,84400000.0
385,WB (NL),54500000.0
386,WB,75700000.0
387,Wein.,44700000.0
388,Sum.,20400000.0
389,WB,63700000.0
390,Uni.,62500000.0
391,Fox,75600000.0
392,Fox,58700000.0
393,Wein.,30000000.0
394,Sony,75600000.0
395,Uni.,23200000.0
396,Par.,73000000.0
397,Uni.,37400000.0
398,W/Dim.,38200000.0
399,FD,54000000.0
400,WB (NL),33000000.0
401,WB,72300000.0
402,Rela.,24800000.0
403,WB,36400000.0
404,WB,37700000.0
405,W/Dim.,38500000.0
406,WB,37300000.0
407,WB (NL),45100000.0
408,Fox,37900000.0
409,LGF,28100000.0
410,Focus,24100000.0
411,SGem,29100000.0
412,FD,35100000.0
413,CBS,29100000.0
414,Sony,41000000.0
415,Uni.,37100000.0
416,LGF,58000000.0
417,Fox,52700000.0
418,Uni.,35600000.0
419,Uni.,48500000.0
420,Sum.,21400000.0
421,Focus,40300000.0
422,Par.,51800000.0
423,Vari.,100000.0
424,TriS,36700000.0
425,WB,39000000.0
426,Focus,13800000.0
427,CL,151000.0
428,ORF,25100000.0
429,WB,31800000.0
430,FoxS,13300000.0
431,LGF,53300000.0
432,IM,460000.0
433,BV,26700000.0
434,LGF,21300000.0
435,TriS,43900000.0
436,CJ,251000.0
437,WB,33000000.0
438,Focus,31200000.0
439,CBS,27900000.0
440,SPC,4000000.0
441,WB,25900000.0
442,Elev.,134000.0
443,BV,18300000.0
444,Sony,37100000.0
445,SGem,37300000.0
446,Rela.,18900000.0
447,Fox,23200000.0
448,Sum.,35000000.0
449,BV,21400000.0
450,Uni.,21300000.0
451,TriS,37300000.0
452,FD,24000000.0
453,Eros,2500000.0
454,WB,35100000.0
455,Wein.,14600000.0
456,Fox,30400000.0
457,Focus,11200000.0
458,TriS,34500000.0
459,Vari.,66100.0
460,BV,15400000.0
461,SPC,3200000.0
462,Wein.,9700000.0
463,Fox,14000000.0
464,Sum.,10700000.0
465,SPC,2500000.0
466,SPC,5700000.0
467,Uni.,16900000.0
468,Focus,19500000.0
469,Vari.,50400.0
470,W/Dim.,17700000.0
471,RAtt.,5100000.0
472,Uni.,21600000.0
473,Wein.,24800000.0
474,FD,13100000.0
475,Strand,720000.0
476,MBox,1600000.0
477,LGF,13700000.0
478,Par.,16300000.0
479,Wein.,7700000.0
480,NM,2700000.0
481,SPC,7100000.0
482,SPC,5400000.0
483,RAtt.,5400000.0
484,Fox,11900000.0
485,FoxS,3900000.0
486,Magn.,803000.0
487,Wein.,10100000.0
488,MBox,10400.0
489,RAtt.,164000.0
490,UTV,1500000.0
491,Magn.,3000000.0
492,Rela.,15000000.0
493,RAtt.,11500000.0
494,Sony,4500000.0
495,Vari.,206000.0
496,IFC,158000.0
497,NGE,44300.0
498,IFC,3500000.0
499,Focus,5800000.0
500,Cohen,667000.0
501,Magn.,129000.0
502,NeoC,708000.0
503,MBox,233000.0
504,CL,69000.0
505,CL,124000.0
506,FoxS,1300000.0
507,FoxS,10200000.0
508,NGE,5700000.0
509,Kino,123000.0
510,Jan.,612000.0
511,SGem,10300000.0
512,BV,10100000.0
513,SPC,1000000.0
514,MNE,24100.0
515,LGF,1400000.0
516,Magn.,708000.0
517,SPC,543000.0
518,SPC,4400000.0
519,Magn.,44700.0
520,PDA,1600000.0
521,Trib.,99000.0
522,Fox,7200000.0
523,Sum.,971000.0
524,Rela.,6900000.0
525,FoxS,6900000.0
526,IFC,352000.0
527,IFC,5300000.0
528,CL,153000.0
529,Osci.,1700000.0
530,SGem,1000000.0
531,Vita.,518000.0
532,MBox,162000.0
533,Rocket,32800.0
534,IFC,1400000.0
535,UTV,464000.0
536,Wein.,4400000.0
537,FoxS,
538,Magn.,224000.0
539,IFC,16100.0
540,OMNI/FSR,1200000.0
541,MBox,514000.0
542,PDA,4400000.0
543,IFC,4800.0
544,FM,7600.0
545,MBox,501000.0
546,Magn.,253000.0
547,IFC,4000000.0
548,Strand,85500.0
549,ParV,3400000.0
550,Imag.,138000.0
551,Relbig.,3700000.0
552,IFC,540000.0
553,SPC,2100000.0
554,FoxS,3000000.0
555,,70600.0
556,Wein.,3300000.0
557,Rela.,539000.0
558,Magn.,40500.0
559,LGF,3000000.0
560,IFC,5000.0
561,Eros,3100000.0
562,SPC,1700000.0
563,KKM,555000.0
564,Lorb.,45800.0
565,LGF,161000.0
566,Gold.,1500000.0
567,RAtt.,2700000.0
568,Strand,60000.0
569,Cohen,143000.0
570,Magn.,14900.0
571,Kino,356000.0
572,Zeit.,71200.0
573,CL,47900.0
574,IFC,2000000.0
575,Lorb.,14600.0
576,Relbig.,1800000.0
577,IFC,230000.0
578,Strand,37700.0
579,Argo.,29300.0
580,FoxS,1300000.0
581,Sum.,1800000.0
582,IFC,1700.0
583,Eros,993000.0
584,Zeit.,1500000.0
585,FoxS,1400000.0
586,LGF,1400000.0
587,Strand,184000.0
588,Gold.,1100000.0
589,SMod,1100000.0
590,Libre,7200.0
591,Eros,1100000.0
592,Olive,19600.0
593,Gold.,1100000.0
594,Magn.,22700.0
595,Magn.,1100000.0
596,IFC,32900.0
597,Eros,987000.0
598,Osci.,978000.0
599,Anch.,45500.0
600,Eros,955000.0
601,Wein.,373000.0
602,Wein.,468000.0
603,SPC,842000.0
604,MBox,708000.0
605,FRun,3200.0
606,UTV,6300.0
607,Eros,728000.0
608,NGE,332000.0
609,Magn.,703000.0
610,IFC,697000.0
611,UTV,577000.0
612,Relbig.,651000.0
613,SPC,638000.0
614,UTV,441000.0
615,Lorb.,8200.0
616,Magn.,201000.0
617,FM,8700.0
618,IFC,9200.0
619,IFC,68700.0
620,RAtt.,569000.0
621,FoxS,564000.0
622,Relbig.,544000.0
623,IFC,119000.0
624,Yash,496000.0
625,IFC,485000.0
626,FM,3000.0
627,RAtt.,454000.0
628,IFC,25400.0
629,RAtt.,411000.0
630,Strand,5600.0
631,FM,64000.0
632,WHE,383000.0
633,UTV,270000.0
634,P4,8500.0
635,Relbig.,351000.0
636,KC,312000.0
637,IFC,328000.0
638,IFC,312000.0
639,SD,304000.0
640,FD,304000.0
641,FRun,8900.0
642,FM,700.0
643,CGld,282000.0
644,Eros,274000.0
645,IFC,274000.0
646,Magn.,22600.0
647,Lorb.,153000.0
648,NGE,253000.0
649,Lorb.,4200.0
650,FRun,1400.0
651,AM,237000.0
652,FM,12100.0
653,IFC,224000.0
654,Anch.,216000.0
655,Kino,83500.0
656,MPFT,103000.0
657,Gold.,200000.0
658,Lorb.,33000.0
659,Eros,189000.0
660,Strand,13000.0
661,FM,9900.0
662,Scre.,184000.0
663,Icar.,164000.0
664,AGF,15800.0
665,Osci.,168000.0
666,SPC,163000.0
667,Mont.,40300.0
668,Magn.,155000.0
669,FRun,153000.0
670,A23,151000.0
671,IFC,142000.0
672,IFC,141000.0
673,Eros,140000.0
674,Vari.,136000.0
675,SPC,134000.0
676,Da.,130000.0
677,NYer,32100.0
678,Strand,21600.0
679,MBox,111000.0
680,P4,86000.0
681,MNE,120000.0
682,Magn.,106000.0
683,Magn.,100000.0
684,Rialto,100000.0
685,Eros,94300.0
686,Pala.,81900.0
687,Anch.,77200.0
688,MNE,68900.0
689,CL,66200.0
690,Lorb.,27800.0
691,MBox,61800.0
692,Eros,59500.0
693,Wein.,55100.0
694,Kino,51200.0
695,Eros,48600.0
696,FoxS,46500.0
697,Magn.,45200.0
698,IFC,41000.0
699,DF,40600.0
700,KL,39500.0
701,IFC,36600.0
702,CL,36500.0
703,CL,34800.0
704,IFC,33200.0
705,P4,19700.0
706,Anch.,30700.0
707,UTV,30100.0
708,Strand,29100.0
709,Strand,22300.0
710,Magn.,22300.0
711,Strand,8700.0
712,Eros,21400.0
713,NeoC,
714,Anch.,17500.0
715,CGld,5700.0
716,CL,10700.0
717,IFC,8000.0
718,IFC,6900.0
719,Magn.,6400.0
720,KL,6300.0
721,Strand,4000.0
722,ALP,2800.0
723,Vita.,2600.0
724,Magn.,2600.0
725,IFC,1900.0
726,IFC,1300.0
727,BV,623400000.0
728,Sony,304400000.0
729,WB,448100000.0
730,WB (NL),303000000.0
731,Fox,161300000.0
732,LG/S,292300000.0
733,Sony,262000000.0
734,P/DW,216400000.0
735,LGF,408000000.0
736,Sony,179000000.0
737,Fox,125000000.0
738,Uni.,218800000.0
739,BV,237300000.0
740,BV,189400000.0
741,Uni.,148800000.0
742,Wein.,10200000.0
743,Wein.,162800000.0
744,Fox,126500000.0
745,Uni.,155300000.0
746,Fox,139900000.0
747,Sony,148300000.0
748,Uni.,214000000.0
749,Par.,57900000.0
750,WB (NL),103900000.0
751,LGF,85000000.0
752,P/DW,103400000.0
753,WB,83700000.0
754,Uni.,65400000.0
755,BV,73100000.0
756,Uni.,113200000.0
757,BV,182200000.0
758,WB,79700000.0
759,SGem,42300000.0
760,Wein.,132100000.0
761,Uni.,57000000.0
762,WB,136000000.0
763,Par.,80100000.0
764,Uni.,126400000.0
765,Sony,138400000.0
766,Sony,58900000.0
767,SGem,125000000.0
768,Rela.,64900000.0
769,LG/S,19000000.0
770,Par.,59700000.0
771,TriS,66500000.0
772,WB,113700000.0
773,Par.,93800000.0
774,SGem,62300000.0
775,Fox,54800000.0
776,BV,19200000.0
777,Par.,53900000.0
778,LG/S,35100000.0
779,FoxS,46400000.0
780,Sony,95700000.0
781,Sony,51800000.0
782,WB,27100000.0
783,CBS,54300000.0
784,Fox,64599999.0
785,Sony,31100000.0
786,Fox,77300000.0
787,Fox,37500000.0
788,Uni.,65000000.0
789,Sony,63500000.0
790,Focus,56000000.0
791,WB,86900000.0
792,Vari.,63000.0
793,Fox,43500000.0
794,WB,54700000.0
795,Par.,53300000.0
796,WB,60500000.0
797,Uni.,66500000.0
798,SGem,91500000.0
799,Uni.,67500000.0
800,WHE,36000.0
801,LGF,49100000.0
802,LGF,41200000.0
803,WGUSA,686000.0
804,Uni.,47400000.0
805,BV,35300000.0
806,Rela.,70000000.0
807,CJ,923000.0
808,LG/S,48100000.0
809,ORF,51600000.0
810,Fox,49000000.0
811,SPC,16700000.0
812,Sony,45300000.0
813,BV,41100000.0
814,Focus,12800000.0
815,Fox,35400000.0
816,Focus,45500000.0
817,LGF,65700000.0
818,LGF,42100000.0
819,BV,47600000.0
820,WB (NL),38500000.0
821,Sony,36900000.0
822,BV,51900000.0
823,Fox,44300000.0
824,Uni.,28800000.0
825,Wein.,37400000.0
826,ORF,17500000.0
827,Fox,49900000.0
828,BV,34000000.0
829,WB,35800000.0
830,MPI,206000.0
831,ORF,41000000.0
832,LG/S,18600000.0
833,FD,44800000.0
834,Rela.,31600000.0
835,Par.,37100000.0
836,CJ,343000.0
837,LGF,17100000.0
838,Wein.,15000000.0
839,WB,18100000.0
840,LGF,26400000.0
841,LGF,13400000.0
842,LGF,35000000.0
843,RAtt.,7900000.0
844,BV,29000000.0
845,LG/S,25900000.0
846,CBS,9000000.0
847,NeoC,35700.0
848,Par.,12500000.0
849,LG/S,17700000.0
850,Rela.,18900000.0
851,Par.,25300000.0
852,FD,14300000.0
853,WB,30900000.0
854,Sony,20300000.0
855,Rela.,16000000.0
856,UTV,777000.0
857,RTWC,11100.0
858,FIP,1200000.0
859,Wein.,16399999.0
860,SPC,2100000.0
861,Uni.,20200000.0
862,TriS,24400000.0
863,WB,14600000.0
864,FoxS,6000000.0
865,P/DW,18500000.0
866,Uni.,17500000.0
867,FoxS,12800000.0
868,IFC,211000.0
869,SPC,6700000.0
870,Uni.,15600000.0
871,RTWC,
872,CBS,15000000.0
873,LG/S,11700000.0
874,RF,13000.0
875,LG/S,3800000.0
876,CJ,70200.0
877,Free,4900.0
878,IFC,548000.0
879,Magn.,1200000.0
880,ORF,13700000.0
881,Wein.,47800.0
882,MNE,52600.0
883,CBS,11500000.0
884,FD,13100000.0
885,ORF,12800000.0
886,RAtt.,7300000.0
887,KL,386000.0
888,Drft.,68800.0
889,BV,12400000.0
890,Anch.,412000.0
891,RTWC,448000.0
892,Wein.,144000.0
893,Par.,9400000.0
894,Magn.,9600.0
895,Cohen,499000.0
896,Focus,7100000.0
897,WB,4900000.0
898,ArcEnt,5700000.0
899,SPC,1800000.0
900,MNE,9200000.0
901,FoxS,6000000.0
902,FoxS,2500000.0
903,Focus,6400000.0
904,IFC,744000.0
905,PalUni,256000.0
906,W/Dim.,377000.0
907,Wein.,206000.0
908,EpicPics,14400.0
909,Magn.,120000.0
910,Focus,7600000.0
911,EOne,122000.0
912,LGF,5900000.0
913,UTV,599000.0
914,Magn.,1500000.0
915,KL,43200.0
916,Strand,22000.0
917,LD,6800000.0
918,MBox,2000000.0
919,Magn.,4200000.0
920,EOne,764000.0
921,Fox,6000000.0
922,IFC,59100.0
923,Elev.,180000.0
924,RAtt.,3000000.0
925,SPC,1000000.0
926,Fox,5300000.0
927,Cohen,1600000.0
928,Imag.,
929,LGF,2600000.0
930,ParV,4300000.0
931,AF,1000000.0
932,SPC,4099999.0
933,,
934,FD,4000000.0
935,ArcEnt,3400000.0
936,NYer,
937,Cohen,355000.0
938,RAtt.,354000.0
939,GK,23400.0
940,SPC,3700000.0
941,LD,2000000.0
942,Trib.,75700.0
943,Gold.,3300000.0
944,Par.,3100000.0
945,SPC,3100000.0
946,Yash,3000000.0
947,MNE,69100.0
948,Relbig.,2900000.0
949,UTV,2800000.0
950,CL,192000.0
951,Osci.,2700000.0
952,TFA,151000.0
953,Magn.,2600000.0
954,Eros,2500000.0
955,IFC,1500000.0
956,Magn.,2400000.0
957,Yash,2300000.0
958,GK,351000.0
959,MNE,304000.0
960,SPC,2000000.0
961,IM,898000.0
962,Eros,2000000.0
963,FM,3500.0
964,Eros,1900000.0
965,Eros,1800000.0
966,Myr.,
967,GK,11000.0
968,IFC,138000.0
969,Magn.,100000.0
970,Magn.,633000.0
971,IFC,1600000.0
972,MBox,29900.0
973,RTWC,21000.0
974,RAtt.,38900.0
975,EOne,1600000.0
976,Magn.,146000.0
977,Zeit.,317000.0
978,SPC,254000.0
979,Magn.,1400000.0
980,MNE,693000.0
981,SD,1300000.0
982,Strand,154000.0
983,MNE,15400.0
984,Cohen,1300000.0
985,NGE,778000.0
986,Focus,1300000.0
987,Magn.,1200000.0
988,Eros,1200000.0
989,CGld,152000.0
990,UTV,1200000.0
991,MBox,1100000.0
992,Wein.,757000.0
993,Gold.,1000000.0
994,IFC,1000000.0
995,SPC,1000000.0
996,MNE,973000.0
997,KL,158000.0
998,Wein.,583000.0
999,KL,4600.0
1000,SPC,794000.0
1001,Eros,781000.0
1002,Eros,772000.0
1003,Eros,698000.0
1004,Eros,670000.0
1005,WB,669000.0
1006,IM,641000.0
1007,FM,53800.0
1008,IFC,591000.0
1009,Wein.,562000.0
1010,AF,155000.0
1011,Eros,549000.0
1012,Focus,540000.0
1013,IFC,534000.0
1014,SPC,532000.0
1015,Wein.,279000.0
1016,Eros,434000.0
1017,WHE,
1018,Magn.,400.0
1019,FoxS,408000.0
1020,Eros,379000.0
1021,SPC,377000.0
1022,Magn.,5500.0
1023,ATO,366000.0
1024,IFC,327000.0
1025,Magn.,319000.0
1026,CL,313000.0
1027,WHE,311000.0
1028,IM,288000.0
1029,CL,256000.0
1030,FoxS,253000.0
1031,MBox,246000.0
1032,KL,243000.0
1033,IFC,240000.0
1034,Zeit.,233000.0
1035,Eros,230000.0
1036,CL,220000.0
1037,SPC,215000.0
1038,Vari.,212000.0
1039,Abr.,211000.0
1040,Anch.,203000.0
1041,Strand,15100.0
1042,Magn.,201000.0
1043,MBox,201000.0
1044,UTV,178000.0
1045,Magn.,177000.0
1046,RTWC,105000.0
1047,IFC,29100.0
1048,IM,170000.0
1049,UTV,169000.0
1050,BM&DH,166000.0
1051,Eros,156000.0
1052,Drft.,152000.0
1053,Eros,152000.0
1054,UTV,144000.0
1055,Anch.,139000.0
1056,WGUSA,136000.0
1057,IFC,130000.0
1058,IFC,127000.0
1059,Hann.,64900.0
1060,NYer,126000.0
1061,Magn.,123000.0
1062,CL,118000.0
1063,ATO,114000.0
1064,KL,110000.0
1065,Osci.,107000.0
1066,Magn.,102000.0
1067,Strand,101000.0
1068,Osci.,101000.0
1069,UTV,101000.0
1070,Magn.,100000.0
1071,IFC,95000.0
1072,MBox,86600.0
1073,SEG,83600.0
1074,FRun,37700.0
1075,Magn.,78400.0
1076,PalT,77000.0
1077,Gold.,76400.0
1078,Trib.,72700.0
1079,RF,
1080,Strand,24000.0
1081,Magn.,66400.0
1082,CL,64400.0
1083,CL,59100.0
1084,CGld,56400.0
1085,Yash,52600.0
1086,WGUSA,50400.0
1087,CL,47900.0
1088,Strand,28300.0
1089,CL,44800.0
1090,KL,38400.0
1091,Vari.,34000.0
1092,UTV,30900.0
1093,RAtt.,30700.0
1094,ICir,29300.0
1095,Strand,26700.0
1096,KL,25100.0
1097,Gold.,22800.0
1098,Strand,21300.0
1099,Anch.,21000.0
1100,Osci.,18900.0
1101,Imag.,18500.0
1102,Outs,18000.0
1103,IFC,17800.0
1104,MNE,17700.0
1105,Da.,16100.0
1106,KL,16100.0
1107,CGld,15900.0
1108,Mont.,15800.0
1109,Mont.,13600.0
1110,Strand,3500.0
1111,Gold.,12400.0
1112,UTV,10100.0
1113,CL,10000.0
1114,FM,8900.0
1115,Strand,8400.0
1116,MNE,7900.0
1117,OutF,6000.0
1118,Magn.,5200.0
1119,BSM,5100.0
1120,Trib.,3400.0
1121,IFC,3000.0
1122,IFC,3000.0
1123,IFC,3000.0
1124,IFC,2700.0
1125,IFC,800.0
1126,Trib.,600.0
1127,BV,400700000.0
1128,BV,409000000.0
1129,Uni.,368100000.0
1130,WB (NL),258399999.0
1131,LGF,424700000.0
1132,Uni.,238700000.0
1133,BV,268500000.0
1134,WB,274100000.0
1135,WB,291000000.0
1136,BV,206400000.0
1137,Fox,187200000.0
1138,Par.,202400000.0
1139,BV,234900000.0
1140,Par.,228800000.0
1141,Fox,132600000.0
1142,WB,101800000.0
1143,Par.,116900000.0
1144,Par.,122500000.0
1145,WB,112200000.0
1146,WB,144800000.0
1147,LG/S,117700000.0
1148,Sony,71000000.0
1149,WB (NL),137400000.0
1150,Fox,67300000.0
1151,Uni.,89100000.0
1152,TriS,93100000.0
1153,Fox,83000000.0
1154,Sony,119800000.0
1155,WB (NL),150400000.0
1156,Fox,107500000.0
1157,BV,89300000.0
1158,Sony,150100000.0
1159,Sony,133699999.0
1160,Sony,60500000.0
1161,BV,90300000.0
1162,Fox,159600000.0
1163,Par.,55700000.0
1164,Sony,107100000.0
1165,Sony,73100000.0
1166,Fox,68600000.0
1167,WAMCR,57400.0
1168,WB (NL),65200000.0
1169,Fox,58200000.0
1170,FoxS,56700000.0
1171,Wein.,116600000.0
1172,Uni.,134500000.0
1173,Par.,125200000.0
1174,FD,98900000.0
1175,FD,83600000.0
1176,Uni.,125100000.0
